"Date","home_sp_id","away_sp_id","game_id","home","away","G","home_score","home_rpg_before","away_score","away_rpg_before","home_rapg_before","away_rapg_before","home_slg_pct_before","away_slg_pct_before","home_hh_pg_before","home_bip_pg_before","home_hh_pct_before","away_hh_pg_before","away_bip_pg_before","away_hh_pct_before","home_hh_last_10","away_hh_last_10","a_ml","h_ml","total","o_price","u_price","h_imp_prob","a_imp_prob","h_nv_prob","a_nv_prob","o_imp_prob","u_imp_prob","o_nv_prob","u_nv_prob","h_cover","actual_total","tot_over","away_sp_hh_pct_before","home_sp_hh_pct_before","away_sp_hh_last_3","home_sp_hh_last_3","home_score_pred1"
2021-04-22,11589,17594,"2021-04-22-PIT-DET-1","DET","PIT",1,2,3.764705882,4,4.294117647,5.411764706,5.294117647,0.380165289,0.376451078,10.17647059,25.17647059,0.404205607,9,26.17647059,0.343820225,0.365449266,0.333581248,105,-115,8.5,-105,-115,0.534883720930233,0.48780487804878,0.523017193566278,0.476982806433722,0.51219512195122,0.534883720930233,0.489165763813651,0.510834236186349,0,6,0,0.5,0.435483870967742,0.479839115133233,0.38719806763285,5.35027601715336
2021-04-22,17432,19266,"2021-04-22-ARI-CIN-1","CIN","ARI",1,11,6.352941176,13,5.388888889,5.411764706,5.666666667,0.491496599,0.408227848,11.05882353,25.82352941,0.428246014,9.833333333,26.66666667,0.36875,0.423607883,0.367603252,132,-142,8.5,-120,100,0.586776859504132,0.431034482758621,0.576508469830603,0.423491530169397,0.545454545454545,0.5,0.521739130434783,0.478260869565217,0,24,1,0.470588235294118,0.442622950819672,0.437037037037037,0.417616959064327,6.03277676082948
2021-04-22,19374,23796,"2021-04-22-SDP-LAD-1","LAD","SDP",1,2,5.222222222,3,3.75,3.277777778,3.5,0.444625407,0.367223065,10.22222222,25.44444444,0.401746725,10.8,25.55,0.422700587,0.379536436,0.379552835,159,-169,7.5,-115,-105,0.628252788104089,0.386100386100386,0.619362963591855,0.380637036408145,0.534883720930233,0.51219512195122,0.510834236186349,0.489165763813651,0,5,0,0.40625,0.479452054794521,0.416666666666667,0.454605263157895,3.73061285971276
2021-04-23,1943,15423,"2021-04-23-LAA-HOU-1","HOU","LAA",1,5,5,4,5.352941176,4.666666667,5.647058824,0.403993856,0.437898089,10.94444444,28.88888889,0.378846154,10.52941176,27.70588235,0.380042463,0.320423956,0.364965408,150,-160,8,-110,-110,0.615384615384615,0.4,0.606060606060606,0.393939393939394,0.523809523809524,0.523809523809524,0.5,0.5,1,9,1,0.333333333333333,0.294117647058824,0.31986531986532,0.272382207164816,5.9704846323042
2021-04-23,2036,13074,"2021-04-23-SDP-LAD-1","LAD","SDP",1,1,5,6,3.857142857,3.421052632,3.380952381,0.432137285,0.375907112,9.947368421,25,0.397894737,10.71428571,25.42857143,0.421348315,0.366091058,0.379552835,136,-146,6.5,-120,100,0.59349593495935,0.423728813559322,0.58344622053644,0.41655377946356,0.545454545454545,0.5,0.521739130434783,0.478260869565217,0,7,1,0.283783783783784,0.4,0.192511192511193,0.396886824905401,3.51527683921494
2021-04-23,12049,8223,"2021-04-23-MIL-CHC-1","CHC","MIL",1,15,4.888888889,2,4.444444444,4.555555556,3.888888889,0.426315789,0.385259631,9.388888889,22.61111111,0.415233415,10.05555556,23.16666667,0.434052758,0.440636116,0.44887116,148,-158,9,-115,-105,0.612403100775194,0.403225806451613,0.602979194878739,0.397020805121261,0.534883720930233,0.51219512195122,0.510834236186349,0.489165763813651,1,17,1,0.409836065573771,0.362068965517241,0.564814814814815,0.392156862745098,3.7620742876972
2021-04-23,14527,19244,"2021-04-23-OAK-BAL-1","BAL","OAK",1,1,4.5,3,5.166666667,5,5.111111111,0.361464968,0.39968652,10.3125,27.9375,0.369127517,11,26.27777778,0.418604651,0.364894295,0.411558131,-127,117,9,-120,100,0.460829493087558,0.559471365638767,0.451660399132494,0.548339600867506,0.545454545454545,0.5,0.521739130434783,0.478260869565217,0,4,0,0.471428571428571,0.365384615384615,0.433357699805068,0.372222222222222,5.23605350642604
2021-04-23,18525,19409,"2021-04-23-TEX-CHW-1","CHW","TEX",1,9,5.764705882,7,4.263157895,4.823529412,4.947368421,0.40620155,0.358006042,10.70588235,28.47058824,0.376033058,8.526315789,23.73684211,0.359201774,0.366462954,0.300091265,129,-139,8,-110,-110,0.581589958158996,0.436681222707424,0.57115429473722,0.42884570526278,0.523809523809524,0.523809523809524,0.5,0.5,1,16,1,0.490566037735849,0.382978723404255,0.511171090118459,0.285897435897436,5.23930517606883
2021-04-23,18555,16511,"2021-04-23-NYY-CLE-1","CLE","NYY",1,3,4,5,3.888888889,4.117647059,4.166666667,0.37716263,0.35,10.70588235,25.41176471,0.421296296,9.888888889,25.22222222,0.392070485,0.433585725,0.425119968,-154,144,8.5,-105,-115,0.409836065573771,0.606299212598425,0.40332825203252,0.59667174796748,0.51219512195122,0.534883720930233,0.489165763813651,0.510834236186349,0,8,0,0.375,0.41304347826087,0.441025641025641,0.446969696969697,4.52678884000722
2021-04-23,20468,16918,"2021-04-23-ARI-ATL-1","ATL","ARI",1,5,5.117647059,4,5.315789474,5.235294118,5.631578947,0.428327645,0.404833837,10.82352941,25.82352941,0.419134396,9.894736842,26.52631579,0.373015873,0.376093792,0.372527495,145,-155,8.5,-120,100,0.607843137254902,0.408163265306122,0.598267034265459,0.401732965734541,0.545454545454545,0.5,0.521739130434783,0.478260869565217,1,9,1,0.515151515151515,0.568181818181818,0.55489417989418,0.522943722943723,5.90942298157558
2021-04-24,5221,12304,"2021-04-24-OAK-BAL-1","BAL","OAK",1,2,4.352941176,7,5.263157895,5.117647059,4.947368421,0.361445783,0.399109792,10.05882353,27.88235294,0.360759494,11.05263158,26.31578947,0.42,0.342288931,0.427431147,-158,148,9,-125,105,0.403225806451613,0.612403100775194,0.397020805121261,0.602979194878739,0.555555555555556,0.48780487804878,0.532467532467533,0.467532467532468,0,9,0,0.36144578313253,0.478260869565217,0.254399195575666,0.601851851851852,4.98814610562358
2021-04-24,5372,6249,"2021-04-24-PIT-MIN-1","MIN","PIT",1,2,5.1875,6,4.157894737,5.5,4.947368421,0.3984,0.36746988,12.4375,29,0.42887931,9,25.94736842,0.346855984,0.402750018,0.34901147,190,-210,8,-105,-115,0.67741935483871,0.344827586206897,0.662676822633297,0.337323177366703,0.51219512195122,0.534883720930233,0.489165763813651,0.510834236186349,0,8,0,0.491525423728814,0.419354838709677,0.437037037037037,0.425,5.9114411023523
2021-04-24,9132,13896,"2021-04-24-SEA-BOS-1","BOS","SEA",1,2,6,8,5.222222222,5.052631579,4.888888889,0.459785523,0.375,12.26315789,30.05263158,0.408056042,10.33333333,26.27777778,0.393234672,0.373619051,0.400821027,177,-194,9,-115,-105,0.659863945578231,0.36101083032491,0.64637109384397,0.35362890615603,0.534883720930233,0.51219512195122,0.510834236186349,0.489165763813651,0,10,1,0.385714285714286,0.352941176470588,0.378241800152555,0.361111111111111,5.79039734292526
2021-04-24,9434,10123,"2021-04-24-TEX-CHW-1","CHW","TEX",1,2,5.555555556,1,4.1,4.611111111,4.8,0.401772526,0.363896848,10.66666667,28.38888889,0.375733855,8.9,24.05,0.37006237,0.373870362,0.326757931,160,-170,7.5,-115,-105,0.62962962962963,0.384615384615385,0.620786516853932,0.379213483146067,0.534883720930233,0.51219512195122,0.510834236186349,0.489165763813651,1,3,0,0.329113924050633,0.367647058823529,0.325693913929208,0.238931514634839,5.08958595087412
2021-04-24,12703,13543,"2021-04-24-SDP-LAD-1","LAD","SDP",1,5,5,4,3.863636364,3.45,3.454545455,0.430267062,0.378116343,10.05,24.95,0.402805611,10.40909091,25.09090909,0.414855072,0.371646613,0.364275057,136,-146,7,-105,-115,0.59349593495935,0.423728813559322,0.58344622053644,0.41655377946356,0.51219512195122,0.534883720930233,0.489165763813651,0.510834236186349,1,9,1,0.34,0.378787878787879,0.333333333333333,0.327838827838828,3.6222793485798
